"1","left_000001_rgb.png",0
"2","left_000002_rgb.png",0
"3","left_000003_rgb.png",0
"4","left_000004_rgb.png",0
"5","left_000005_rgb.png",0
"6","left_000006_rgb.png",0
"7","left_000007_rgb.png",0
"8","left_000008_rgb.png",0
"9","left_000009_rgb.png",0
"10","left_000010_rgb.png",0
"11","left_000011_rgb.png",0
"12","left_000012_rgb.png",0
"13","left_000013_rgb.png",0
"14","left_000014_rgb.png",0
"15","left_000015_rgb.png",0
"16","left_000016_rgb.png",0
"17","left_000017_rgb.png",0
"18","left_000018_rgb.png",0
"19","left_000019_rgb.png",0
"20","left_000020_rgb.png",0
"21","left_000021_rgb.png",0
"22","left_000022_rgb.png",0
"23","left_000023_rgb.png",1
"24","left_000024_rgb.png",1
"25","left_000025_rgb.png",1
"26","left_000026_rgb.png",1
"27","left_000027_rgb.png",1
"28","left_000028_rgb.png",0.5
"29","left_000029_rgb.png",0.5
"30","left_000030_rgb.png",0.5
"31","left_000031_rgb.png",0.5
"32","left_000032_rgb.png",0.5
"33","left_000033_rgb.png",0.5
"34","left_000034_rgb.png",0.5
"35","left_000035_rgb.png",0.5
"36","left_000036_rgb.png",0.5
"37","left_000037_rgb.png",0.5
"38","left_000038_rgb.png",0.5
"39","left_000039_rgb.png",0
"40","left_000040_rgb.png",0
"41","left_000041_rgb.png",0
"42","left_000042_rgb.png",0
"43","left_000043_rgb.png",0
"44","left_000044_rgb.png",0
"45","left_000045_rgb.png",0
"46","left_000046_rgb.png",0
"47","left_000047_rgb.png",0
"48","left_000048_rgb.png",0
"49","left_000049_rgb.png",0
"50","left_000050_rgb.png",0
"51","left_000051_rgb.png",0
"52","left_000052_rgb.png",0
"53","left_000053_rgb.png",0
"54","left_000054_rgb.png",0
"55","left_000055_rgb.png",0
"56","left_000056_rgb.png",0
"57","left_000057_rgb.png",0
"58","left_000058_rgb.png",0
"59","left_000059_rgb.png",0
"60","left_000060_rgb.png",0
"61","left_000061_rgb.png",0
"62","left_000062_rgb.png",0
